,title,synopsis,label
562,Blood: The Last Vampire,"in japan, the vampire-hunter saya, who is a powerful original, is sent by her liaison with the government, david, posed as a teenage student to the yokota high school on the eve of halloween to hunt down vampires. saya asks david to give a new katana to her. soon she saves the school nurse makiho amano from two vampires disguised of classmates and makiho witnesses her fight against the powerful demon.",6
563,Cars,"lightning mcqueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy route 66 town of radiator springs. on route across the country to the big piston cup championship in california to compete against two seasoned pros, mcqueen gets to know the town's offbeat characters.",7
564,Cinderella Man,"the true story of boxer jim braddock who, in the 1920’s following his retirement, makes a surprise comeback in order to get him and his family out of a socially poor state.",11
565,Dead Man,"on the run after murdering a man, accountant william blake encounters a strange north american man named nobody who prepares him for his journey into the spiritual world.",13
566,Dawn of the Dead,"during an ever-growing epidemic of zombies that have risen from the dead, two philadelphia swat team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",3
567,Dawn of the Dead,"a group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",12
568,Do the Right Thing,"salvatore ""sal"" fragione is the italian owner of a pizzeria in brooklyn. a neighborhood local, buggin' out, becomes upset when he sees that the pizzeria's wall of fame exhibits only italian actors. buggin' out believes a pizzeria in a black neighborhood should showcase black actors, but sal disagrees. the wall becomes a symbol of racism and hate to buggin' out and to other people in the neighborhood, and tensions rise.",3
569,Galaxy Quest,"for four years, the courageous crew of the nsea protector - ""commander peter quincy taggart"" (tim allen), ""lt. tawny madison (sigourney weaver) and ""dr.lazarus"" (alan rickman) - set off on a thrilling and often dangerous mission in space...and then their series was cancelled! now, twenty years later, aliens under attack have mistaken the galaxy quest television transmissions for ""historical documents"" and beam up the crew of has-been actors to save the universe. with no script, no director and no clue, the actors must turn in the performances of their lives.",12
570,Gremlins,"when billy peltzer is given a strange but adorable pet named gizmo for christmas, he inadvertently breaks the three important rules of caring for a mogwai, and unleashes a horde of mischievous gremlins on a small town.",7
571,Gremlins 2: The New Batch,"young sweethearts billy and kate move to the big apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable gizmo. but a series of accidents creates a whole new generation of gremlins. the situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",9
572,Godzilla,"french nuclear tests irradiate an iguana into a giant monster that viciously attacks freighter ships in the pacific ocean. a team of experts, including niko tatopoulos, conclude that the oversized reptile is the culprit. before long, the giant lizard is loose in manhattan as the us military races to destroy the monster before it reproduces and it's spawn takes over the world.",3
573,Don't Look Now,"laura and john, grieved by a terrible loss, meet in venice, where john is in charge of the restoration of a church, two mysterious sisters, one of whom gives them a message sent from the afterlife.",3
574,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"after the insane general jack d. ripper initiates a nuclear strike on the soviet union, a war room full of politicians, generals and a russian diplomat all frantically try to stop the nuclear strike.",12
575,The Pink Panther,"the trademark of the phantom, a renowned jewel thief, is a glove left at the scene of the crime. inspector clouseau, an expert on the phantom's exploits, feels sure that he knows where the phantom will strike next and leaves paris for the tyrolean alps, where the famous lugashi jewel 'the pink panther' is going to be. however, he does not know who the phantom really is, or for that matter who anyone else really is...",2
